Genre,Context,Question,Correct Answer
slate,'',"Premise: You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty. Hypothesis: The reward for actually breaking stories is empty.",0
government,'',"Premise: 2.5 Financial audits are performed under the American Institute of Certified Public Accountants' (AICPA) generally accepted auditing standards for field work and reporting, as well as the related AICPA Statements on Auditing Standards (SASs) which interpret the standards and provide guidance on conducting such work. Hypothesis: The AICPA is the American Institute of Certified Public Accountants.",0
government,'',Premise: Professor Rogers began her career by clerking for The Honorable Thomas D. Lambros of the United States District Court for the Northern District of Ohio. Hypothesis: Professor Rogers started her career as a clerk.,0
fiction,'',Premise: The thing started to grow brighter. Hypothesis: It started to illuminate more and more.,0
travel,'',"Premise: They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187. Hypothesis: They were defeated by Saladin, a Muslim leader, and lost control of the large part of the country they had. ",0
fiction,'',"Premise: Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I.  Hypothesis: Dorcas and I were both intrigued by him.",0
government,'',"Premise: As a result, an estimated four out of five low-income people requiring legal help in our community do not receive it. Hypothesis: Most low-income people who need legal help in the community do not get it.",0
fiction,'',"Premise: Long ago--or away, or whatever--there was a world called Thar?? and another called Erath. Hypothesis: A long time ago there were two worlds called Thar and Erath.",0
government,'',"Premise: In research designs based on statistical inference, the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations. Hypothesis: Research designs may be based on statistical inference.",0
government,'',"Premise: Nonetheless, the rationality of service tiers remains. Hypothesis: Rationality of service tiers continues on.",0
travel,'',"Premise:  From Sant Francesc, take the road that leads southwest to Cap Berber?­a (the southernmost point in the Balearics). Hypothesis: You need to travel southwest from Sant Francesc to reach Cap Berbera",0
fiction,'',"Premise: He sat for a moment in silence. Hypothesis: Seated, he let silence surround him. ",0
travel,'',"Premise: North of Mytilini, stop at the village of Moria, where you will find the remains of a huge Roman aqueduct surrounded by grazing goats. Hypothesis: The village of Moria contains the ruins of a massive Roman aqueduct.",0
slate,'',"Premise: But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us. Hypothesis: Liberal democracy may not fit some people as good as it fits us.",0
telephone,'',Premise: he's not a starter Hypothesis: He does not open.,0
government,'',Premise: Corroborating evidence is independent evidence that supports information in the database. Hypothesis: Independent evidence that supports information in the database is called corroborating evidence.,0
travel,'',"Premise: A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater. Hypothesis: Azure is a common and delicious food made with cereals, nuts and fruit.",0
telephone,'',Premise: you did you see that Hypothesis: Did you see that?,0
slate,'',Premise: An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve. Hypothesis: Gore enlisted during Vietnam.,0
telephone,'',Premise: well that would be a help i wish they would do that here we have got so little landfill space left that we're going to run out before the end of this decade and it's really going to be Hypothesis: We're going to run out of land space soon.,0
telephone,'',Premise: have you read Tom Clancy Hypothesis: He wondered if he read Tom Clancy.,0
government,'',"Premise: Through the Web site, a total of 1,634 associates donated nearly $200,000 to Legal Aid in 2002. Hypothesis: 1,634 associates gave money to Legal Aid through their site.",0
slate,'',"Premise: To their good fortune, he's proving them right. Hypothesis: He is showing that they were correct.",0
government,'',Premise: The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done. Hypothesis: Verification of receipt and acceptance of goods and services is traditionally done using postpayment verification.,0
telephone,'',Premise: well so okay you need to get married and have kids and then when they're big enough you can have them go do the yard  and you can do what you want to do Hypothesis: When your kids grow up you have have them do the yardwork.,0
slate,'',Premise: The cover story details the disturbing behavior of the Littleton killers before last week's massacre. Hypothesis: The story has details about the killers' actions.,0
government,'',Premise: John Panzar has characterized street delivery as a bottleneck function because a single firm can deliver to a recipient at a lower total cost than multiple firms delivering to the same customer. Hypothesis: John Panzar believes in nationalizing all postal delivery services and couriers into a single entity for cost-saving purposes.,0
travel,'',Premise: Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood. Hypothesis: Creole dances are learned from childhood.,0
slate,'',"Premise: Zoom-out vs. zoom- Ever since Roe , pro-life posters and pamphlets have depicted isolated fetuses. Hypothesis: Isolated fetuses have featured on pro-life pamphlets in the aftermath of Roe.",0
travel,'',"Premise: In the 19th century, when Kashmir was the most exotic hill-station of them all, the maharaja forbade the British to buy land there, so they then hit on the brilliant alternative of building luxuriously appointed houseboats moored on the lakes near Srinagar. Hypothesis: The maharaja allowed the British to build houseboats on the lakes.",0
government,'',"Premise: As Russell points out, some 400,000 legal aid cases go unassisted each year. Hypothesis: A lot of legal aid cases go unassisted each year.",0
travel,'',Premise: Outside the cathedral you will find a statue of John Knox with Bible in hand. Hypothesis: John Knox was someone who read the Bible.,0
government,'',"Premise: The FCC will publish a notice in the Federal Register when such approval is granted. Hypothesis: After approval is granted, the FCC will publish a notice in the Federal Register.",0
fiction,'',"Premise: If she didn't like her restaurant so much, the woman'd be high-up in Applied by now. Hypothesis: She liked her restaurant a lot.",0
fiction,'',Premise: How did this man know? Hypothesis: The man knew something.,0
telephone,'',Premise: yeah TI people yeah and so i just figured no it's just this area you know Hypothesis: It is just this area.,0
fiction,'',Premise: I did so. Hypothesis: I also did.,0
government,'',Premise: ENVIRONMENTAL PROTECTION AGENCY Hypothesis: Agency which is responsible for the protection of the environment.,0
government,'',Premise: We are also advocating enhanced reporting in connection with key federal performance and projection information. Hypothesis: Key federal performance and projection information are necessary as well as enhanced reporting.,0
slate,'',Premise: This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East. Hypothesis: He claimed he was robbed on the way and has no money or a plane ticket,0
fiction,'',Premise: Daniel took it upon himself to explain a few things. Hypothesis: Daniel explained what was happening.,0
travel,'',"Premise: The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday (with audio-visual shows in the afternoon), and on Saturday mornings. Hypothesis: The museum is not open on Sunday, either in the morning or the afternoon.",0
travel,'',Premise: The church has an even more elaborate Baroque pulpit. Hypothesis: The church has a Barogue style pulpit,0
government,'',"Premise: Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent. Hypothesis:  if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required",0
travel,'',"Premise: Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies. Hypothesis: Paris is a magnet for all sorts of different types of people.",0
slate,'',Premise: The media focused on Liggett's admissions of the obvious--that cigarettes are addictive and cause cancer and heart disease--and its agreement to pay the states a quarter of its (relatively small) pretax profits for the next 25 years. Hypothesis: The media reported on Lingett's admission that cigarettes cause cancer.,0
fiction,'',"Premise: But to you, who know the truth, I propose to read certain passages which will throw some light on the extraordinary mentality of this great man."" He opened the book, and turned the thin pages. Hypothesis: Certain passages within the thin-paged book will throw some light on the extraordinary mentality of this great man. ",0
government,'',"Premise: We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said.  Hypothesis: She discussed the convenience of holistic lawyering.",0
fiction,'',"Premise: What a lot of bottles! I exclaimed, as my eye travelled round the small room.  Hypothesis: ""What a lot if bottles!"" I exclaim. ",0
slate,'',Premise: Because the paper did not say that. Hypothesis: The paper did not explain that.,0
telephone,'',Premise: uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn Hypothesis: The one that was first to learn was the one we anticipated to be timid. ,0
travel,'',"Premise: You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three. Hypothesis: Cambridge, Manchester and Sheffield are all in Jamaica. ",0
government,'',"Premise: Additions to the 2002 Request for Proposal (RFP) include questions for applicants on staff diversity, recruitment and retention strategies and training, and the organization's strategic planning. Hypothesis: The request for proposal was in 2002.",0
slate,'',"Premise: The unintended side effect is radical, direct  In what other state do voters set the tax rates? Hypothesis: There is a radical side effect that was not intended.",0
fiction,'',"Premise: 120 ""You do not think I ought to go to the police?"" Hypothesis: Should I not go to the police?",0
government,'',Premise: Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC. Hypothesis: Grantees check out cases to see if they meet requirements.,0
slate,'',"Premise: The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot. Hypothesis: They made sure the setting looked very convincing.",0
fiction,'',"Premise: Basically, to sell myself. Hypothesis: To sell myself, basically.",0
travel,'',Premise: From Cockpit Country to St. Ann's Bay Hypothesis: Journeying to St. Ann's Bay from Cockpit Country.,0
fiction,'',"Premise: But you might as well see for yourself if you don't believe me. The note, in Tuppence's well-known schoolboy writing, ran as follows: ""DEAR JULIUS, ""It's always better to have things in black and white. Hypothesis: If you don't believe me then maybe looking at this will convince you.",0
fiction,'',"Premise: For the first time I entertained the idea of taking my talents to that particular market… . Hypothesis: I had never considered doing it before, but I did now.",0
government,'',Premise: FDA suggests there may be an association between BSE and a form of human TSE known as new variant Creutzfeldt-Jakob disease. Hypothesis: The FDA believes there is a link that connects them to the disease.,0
telephone,'',Premise: and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard Hypothesis: Buying him a power mower would probably help him finish the job sooner.,0
slate,'',"Premise: The key question may be not what Hillary knew but when she knew it. Hypothesis: According to current reports, the question is not if, but when did Hillary know about it.",0
government,'',"Premise: Specifically, suppose unconstrained competition were allowed but the Postal Service turned out to have sufficient market power in some product areas to allow other products to be priced at or near the level of incremental cost. Hypothesis: The Postal Service has a lot of market power.",0
fiction,'',"Premise: Poirot answered them categorically, almost mechanically.  Hypothesis: Poirot responded to them categorically, like a machine.",0
government,'',"Premise: 8 A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product, while a stoichiometry of 1.05 is needed to produce waste suitable for a landfill. Hypothesis: A stoichiometry of 1.03 is typical when the FGD process is producing gypsum by-product",0
slate,'',"Premise: What's truly striking, though, is that Jobs has never really let this idea go. Hypothesis: Jobs clung to an idea.",0
travel,'',"Premise:  Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily. Hypothesis: Most customers will tip in addition to the tax on the menus.",0
fiction,'',Premise: Criminal discovered in last chapter.  Hypothesis: Criminal identified in the closing pages of the book.,0
travel,'',"Premise: The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office. Hypothesis: The avenue goes towards the Divan Tower and the Grand Vezir's Office.  ",0
slate,'',Premise: But a list of who's better than other people in some aspect or another is not inevitable and does not make the economy any more prosperous or society any richer in other ways. Hypothesis: A list of people those believe better than others will not prosper the economy.,0
government,'',"Premise: The rule prohibits the sale of nicotine-containing cigarettes and smokeless tobacco to individuals under the age of 18; requires manufacturers, distributors, and retailers to comply with various conditions regarding the sale and distribution of these products; requires retailers to verify a purchaser's age by photographic identification; prohibits all free samples; limits the distribution of these products through vending machines and self-service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited; limits the advertising and labeling to which children and adolescents are exposed; prohibits promotional, non-tobacco items such as hats and tee shirts; prohibits sponsorship of Hypothesis: The rule will not allow for cigarettes that contain nicotine to be sold to anyone under 18 years of age. ",0
telephone,'',"Premise: have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed Hypothesis: There are a lot of people on death row, but not that many actually are executed.",0
government,'',"Premise: Indeed, recent economic research suggests that investment in information technology explains most of the acceleration in labor productivity growth-a major component of overall economic growth-since 1995. Hypothesis: The research says that the acceleration in labor productivity is due to the investment in information technology.",0
fiction,'',"Premise: You're crazed, Beresford. Hypothesis: You are demented, Beresford.",0
travel,'',"Premise: The more popular offerings include kuru fasulye (haricot beans in tomato sauce), patlecan kizartmas (aubergine fried in olive oil and garlic), and a range of salads. Hypothesis: Salads and dishes with aubergine in them are both available.",0
telephone,'',"Premise: and they're more independent and there's things to do then it's good for them to go to different i mean it he goes to a a mother's day out program now once a week both of my kids do Hypothesis: Since they are independent, they have more things to do.",0
travel,'',"Premise: Beautiful examples of enamelware, ceramics, and pottery are produced in great abundance, often following a Celtic theme. Hypothesis: A large number of Celtic-themed items is produced.",0
telephone,'',Premise: it'll be a nice little bit of money we're going to Hypothesis: We are going into a nice bit of money.,0
government,'',Premise: Based on field observations and some discussions with U.S. Hypothesis: It was based on field observations and discussions with the us. ,0
travel,'',"Premise: The next year, he built himself a palace, Iolani, which can still be toured in Honolulu. Hypothesis: There is a palace which can be toured in Honolulu.",0
travel,'',Premise: The order was founded by James VII (James II of England) and continues today. Hypothesis: The same order is still around after many years.,0
slate,'',"Premise: As legal scholar Randall Kennedy wrote in his book Race, Crime, and the Law , Even if race is only one of several factors behind a decision, tolerating it at all means tolerating it as potentially the decisive factor. Hypothesis: Race is one of several factors in some judicial decisions",0
fiction,'',"Premise: In the meantime we must send for a doctor, but before we do so, is there anything in this room that might be of value to us?"" Hastily, the three searched. Hypothesis: The three searched for valuable items before sending for a doctor.",0
fiction,'',"Premise: He sat a short distance from them, his eyes on Jon. Hypothesis: Looking at Jon, he sat a short distance from them.",0
government,'',Premise: ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques. Hypothesis: Math is used to analyze economic data,0
slate,'',"Premise: The chart to which Reich refers was actually presented during Saxton's opening statement, hours before Reich testified, and did not look as Reich claims it did. Hypothesis: Reich refers to a chart that he misunderstood and said it said something different.",0
telephone,'',Premise: so i like music i like listening to music so i don't usually listen to KCBI and then there's another one called Journey that's somewhere in between the two of those it's in between ninety and ninety four Hypothesis: Journey is somewhere between ninety and ninety four.,0
travel,'',Premise: Inside are leather-bound regimental books with each serviceperson's name duly inscribed. Hypothesis: There are books that have each person's name.,0
government,'',"Premise: OMB issued the guidance in Memorandum M0010, dated April 25, 2000. Hypothesis: Memorandum M0010 was issued in 2000.",0
government,'',"Premise: Evaluating the intent of the six principles, we observed that they naturally fell into three distinct sets, which we refer to as critical success factors. Hypothesis: There are six principles and they can actually be naturally separated into more than two distinct sets.",0
travel,'',Premise: Paper goods. Hypothesis: Paper products.,0
telephone,'',Premise: uh-huh you can't do that in a skirt  poor thing Hypothesis: You cannot do that wearing a skirt.,0
government,'',"Premise: From 1998 through 2000, the federal government achieved surpluses, shifting from being a drain on net national saving to become a contributor to it. Hypothesis: Government surplus contributed to net national saving.",0
travel,'',"Premise: Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site. Hypothesis: Papyrus can be bought in many shops in Egypt.",0
slate,'',Premise: The WP says that the Paula Jones trial judge has had an interesting prior run-in with Bill Clinton. Hypothesis: It has been claimed that the judge had an altercation with the man.,0
telephone,'',Premise: i'm not sure what the overnight low was Hypothesis: I don't know how cold it got last night.,0
slate,'',Premise: The first installment of the Star Wars Trilogy Special Edition opened in theaters everywhere. Hypothesis: Star Wars can be seen in theaters. ,0
government,'',Premise: Voluntariness of risks is evaluated. Hypothesis: The voluntary nature of risks is evaluated.,0
government,'',Premise: The importer pays duties that are required by law Hypothesis: Importer pays taxed that law requires,0
government,'',Premise: This site includes a list of all award winners and a searchable database of Government Executive articles. Hypothesis: All of the award winners are listed on the site.,0
travel,'',"Premise: Maps of hiking trails are available at the Government Publications Ceter, Low Block, Government Offices, 66 Queensway in Central. Hypothesis: Hiking trail maps can be obtained at the Government Publications Center.",0
government,'',"Premise: 32 Under the RSA proposal, a worker between the ages of 25 and 60 with family earnings of at least $5,000 could contribute up to $1,000 annually through either an employer-sponsored saving plan or a tax-deferred individual account. Hypothesis: Most workers could contribute up to $1,000 each year.",0
telephone,'',"Premise: yeah and then about every five years you have to dig them up and throw them away and start over again they don't last forever Hypothesis:  You have to dig them up every five years, throw them away and then start all over again. ",0
fiction,'',"Premise: Unless the mention of the Ritz was an accidental remark?"" Hypothesis: Was mentioning the Ritz accidental and careless?",0
travel,'',Premise: At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations. Hypothesis: There is a huge television screen above the coffee bar and cafe.,0
telephone,'',Premise: that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've Hypothesis: You can sub it even if you do not want to get your hands on it.,0
government,'',Premise: eThe number of deletions was negligible. Hypothesis: Number of deletions was insignificant.,0
government,'',"Premise: The other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account. Hypothesis: The fund collects interest much like a large commercial account.",0
telephone,'',Premise: it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you Hypothesis: It is not going to be able to last seven years.,0
travel,'',"Premise: In April 1453 the Sultan's armies massed outside the city walls, outnumbering the Byzantines ten to one. Hypothesis: There were ten times as many of the Sultan's armies than Byzantines.",0
telephone,'',Premise: well i hear my kids are needing me again so i'll go see what they need  and we'll maybe talk to you again Hypothesis: I need to check and see what my kids need.,0
slate,'',Premise: Hatch : Muslims treat Moses as a great prophet. Hypothesis: Moses is considered a prophet to the Muslims.,0
fiction,'',Premise: Peel Edgerton. Hypothesis: Take off Edgerton.,0
slate,'',Premise: Students of human misery can savor its underlying sadness and futility. Hypothesis: Those who study human misery will savor the sadness and futility.,0
fiction,'',"Premise: Shortly after stepping out on the bridge, Jon felt the entire walkway narrow. Hypothesis: The walkway narrowed as Jon stepped out on the bridge.",0
slate,'',Premise: And that squatting he does--it's as uncomfortable as it looks. Hypothesis: Squatting look uncomfortable.,0
fiction,'',Premise: She's smiling but her eyes are closed. Hypothesis: Her eyes closed but she is smiling.,0
telephone,'',Premise: substitute my my yeah my kid'll do uh four or five hours this week for me no problem Hypothesis: My kid will be doing a few hours for me.,0
telephone,'',Premise: yeah i think i'll probably just have to go with one of those splint braces or something Hypothesis: I most likely need to use a splint brace. ,0
travel,'',"Premise: Not quite as large is the Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass. Hypothesis: More than a million people gathered to celebrate mass when Pope John Paul II visited in 1979.",0
fiction,'',Premise: Tommy felt his ascendancy less sure than a moment before. Hypothesis: Tommy was getting less certain about his ascendancy.,0
telephone,'',Premise: uh well no i just know i know several single mothers who absolutely can't afford it they have to go with the a single uh what i mean a babysitter more more or less Hypothesis: They simply don't have the money to put into that sort of thing.,0
slate,'',Premise: The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure. Hypothesis: Women who are on welfare qualify for the implant procedure.,0
travel,'',Premise: The tree-lined avenue extends less than three blocks to the sea. Hypothesis: The sea isn't even three blocks away.,0
slate,'',"Premise: Critics call the subject of the film inherently intriguing but complain that it has been marred by the Burnsian sensibility, ... Hypothesis: Critics think that the film is intriguing.",0
travel,'',Premise: What seems to be a special bargain price for just  one week only  could turn out to be a year-round con. Hypothesis: Some weekly store sales turn out to be a year-round sale scams.,0
fiction,'',"Premise: Jon replaced Susan's cloak with a white robe and a head scarf, also quite dirty. Hypothesis: Jon replaced the cloak with a robe. ",0
telephone,'',Premise: there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it's interesting that that most people don't realize how small the canal is have you ever been there Hypothesis: This was in 1928,1
fiction,'',Premise: Three more days went by in dreary inaction. Hypothesis: The days passed by slowly.,1
fiction,'',"Premise: Something broke inside her, something in her head. Hypothesis: Something broke inside her, both in her heart and her head",1
fiction,'',Premise: Hang it all! said Tommy indignantly. Hypothesis: Tommy didn't realize he was being indignant.,1
telephone,'',Premise: of course you could annex Cuba but they wouldn't like that a bit Hypothesis: Cubans would go up in arms if we tried to annex Cuba.,1
slate,'',"Premise: This points to a final press-friendly quality of McCain' brilliant flattery. Hypothesis: This leads to a final press-friendly quality of McCain' brilliant flattery, said the journalist.",1
government,'',"Premise: According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats. Hypothesis: Farmers and ranchers must have all of their licenses and permits to qualify. ",1
fiction,'',"Premise: She was a very good mistress to me, sir. Hypothesis: She was perfect at her job. ",1
fiction,'',"Premise: Poor Dave, she said. Hypothesis: She felt bad for Dave, he died a terrible death.",1
telephone,'',Premise: they might be but not at not at the human factors level Hypothesis: Are they hiring?,1
slate,'',"Premise: If anything, ultimate fighting is safer and less cruel than America's blood sport. Hypothesis: America's blood sport is more commonly known as boxing. ",1
travel,'',"Premise: The most comfortable courses are in the cooler hill stations, notably Cameron Highlands and Fraser's Hill. Hypothesis: They built the stations where people could enjoy them year-round.",1
travel,'',"Premise: The same year, the University of Hawaii campus at Manoa became the site of the Center for Cultural and Technical Interchange Between East and West (popularly known as the East West Center), a unique and venerated resource for advanced Pacific Rim studies. Hypothesis: The Pacific Rim studies only take place when one enrolls in a graduate program.",1
travel,'',Premise: The Celts arrived in the wake of the Roman withdrawal at the end of the fourth century. Hypothesis: At the end of the fourth century was when baked goods flourished.,1
slate,'',Premise: Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection. Hypothesis: Mothers should nurse twice at night.,1
government,'',Premise: The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients. Hypothesis: Integration of primary screens will prevent patients from leaving early.,1
slate,'',Premise: If you missed the two top stories in yesterday's USAT --the government's first post-deregulation attempt to preserve competitiveness among airlines and the emergence of a drug that can prevent breast cancer--they are on the NYT 's front today. Hypothesis: These two story are causing an uproar among wide audiences.,1
travel,'',"Premise: Others are Zao (in Tohoku) and a number of resorts in Joshin-etsu Kogen National Park in the Japan Alps, where there are now splendid facilities thanks to the 1998 Winter Olympic Games in Nagano. Hypothesis: The resorts in the national park are the most exclusive in the country.",1
slate,'',"Premise: In the 1980s, and as late as 1994, a major Republican theme was a sort of taunting, nyah-nyah populism. Hypothesis: The Republicans changed their theme after 1995.",1
travel,'',"Premise: For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain. Hypothesis: After Madrid became the capital of Spain, there were massive economic advantages for the region.",1
fiction,'',"Premise: A politician connected with the home service of his parliamentary section's boss, with the mobile phone number 0-609-3459812, and known for his lack of sense of humor, did not take too well to a message from 'Admirer' - 'Wishes shovel best'. Hypothesis: Upon receiving the message he didn't like, he deleted it.",1
slate,'',"Premise: One wag, J., wrote in to ask, Is there a difference between pests and airlines? Hypothesis: J. thinks there is no difference between pests and airlines.",1
telephone,'',"Premise: it's the very same type of paint and everything Hypothesis: It's a different colour, but the same paint formula",1
travel,'',"Premise: In fact, the Flamingo would launch over two decades of strong mob presence in Las Vegas. Hypothesis: The Flamingo likes to host grand parties.",1
travel,'',Premise: They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187. Hypothesis: Saladin was a ferocious leader. ,1
slate,'',Premise: Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece. Hypothesis: Slate has incompetent people write their tax pieces.,1
telephone,'',Premise: i'll listen  and agree with what i think sounds right Hypothesis: I'll listen to the person talking about trains.,1
telephone,'',Premise: yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits Hypothesis: They receive more tax benefits then anyone else. ,1
travel,'',Premise: Funchal's central area boasts the best variety of shops and local products on the island. Hypothesis: Funchal heavily imports hand-crafted goods because of how many they manage to sell every week.,1
travel,'',"Premise: Along with the latest technology, the prime minister's office has a superb Bossi marble fireplace, as well as a fine display of art and crafts. Hypothesis: The Bossi marble fireplace was designed in Italy.",1
government,'',Premise: This makes it incumbent on the government to create incentives to recruit new employees and retain older employees. Hypothesis: The government needs to think of incentives every 6 months or so. ,1
travel,'',"Premise: Search out the House of Dionysos and the House of the Trident with their simple floor patterns, and the House of Dolphins and the House of Masks for more elaborate examples, including Dionysos riding a panther, on the floor of the House of Masks. Hypothesis: The House of Dolphins has a painting of Dionysos riding a dolphin.",1
fiction,'',Premise: Diets for men in their prime Hypothesis: A diet for men made up completely of meat. ,1
slate,'',"Premise: But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us. Hypothesis: Liberal democracy fits us well because we are political figures.",1
slate,'',"Premise: Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality? Hypothesis: Thompson and Giuliani might care about day cares.",1
fiction,'',"Premise: One thing was worrying me dreadfully, but my heart gave a great throb of relief when I saw my ulster lying carelessly over the back of a chair. Hypothesis: The chair was tall and made of wood. ",1
travel,'',"Premise: The gardens are among the greatest in Europe, and take in a view of the Sugar Loaf Mountain as part of their design. Hypothesis: The gardens have more varieties of flowers than anywhere in Europe.",1
telephone,'',Premise: so you know well a lot of the stuff you hear coming from South Africa now and from West Africa that's considered world music because it's not particularly using certain types of folk styles Hypothesis: You would really like to hear the music from Africa in person.,1
slate,'',"Premise: What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind. Hypothesis: Evacuation is always the first line of response. ",1
government,'',Premise: A student visa overstayer is not going to be a high priority for pro bono assistance. Hypothesis: A student visa overstayer will not obtain pro bono assistance.,1
slate,'',"Premise: But recently, the speculation has subsided. Hypothesis: The speculation has been ignored recently.",1
government,'',"Premise: MC2000-2, was initially considered and recommended by the Commission under the market test rules. Hypothesis: MC2000-2 was recommended by the Finance Commission.",1
fiction,'',"Premise: I have to tell you, I tried to understand it. Hypothesis: I am upset that I can not understand it.",1
fiction,'',"Premise: ""If you people only knew how fatally easy it is to poison some one by mistake, you wouldn't joke about it.  Hypothesis: Many people have poisoned someone by mistake.",1
telephone,'',"Premise: oh my  uh-huh uh-huh Hypothesis: I expected that, to be honest. ",1
telephone,'',Premise: yeah that's up here in New England that's we call that backpacking which is the same thing which is you're you've got everything on your back you know an aluminum camp frame uh Hypothesis: Everyone in New England goes backpacking on the weekends.,1
government,'',Premise: There always will be a need for an attorney to do general law. Hypothesis: There will always be a very real need for lawyers and attorney's to practice law.,1
travel,'',"Premise: The commentary is chanted by a chorus of six to eight narrators (reminiscent of the chorus in Greek tragedy) who sit at the side of the stage, while musicians positioned at the back of the stage provide stark accompaniment with flute and drums. Hypothesis: The musicians sitting near the stage are the most important part of the show.",1
government,'',Premise: You will need-all of you will need-to be highly visible personally and professionally. Hypothesis: Everyone needs to maintain an open look to the public in order to attain trust.,1
government,'',"Premise: For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account. Hypothesis: People who dont voluntarily save money are less likely to have bank accounts.",1
travel,'',"Premise: Although it ceased to be a political capital in 1707 (when Scotland joined with England to create the United Kingdom), Edinburgh was at the forefront of intellectual debate. Hypothesis: When Edinburgh ceased to be a political capital in the early 18th century, local political figures protested for a change in their infrastructure.",1
telephone,'',Premise: yeah because it like i i think i've seen those before but i don't remember what they look like Hypothesis: I think I've seen them outside before but it's been a long time so I'm not sure what they look like.,1
telephone,'',"Premise: uh-huh uh-huh uh-huh yeah well that's really neat Hypothesis: That's amazing, I've never seen anything like it.",1
fiction,'',Premise: 'I saw him get aboard myself. Hypothesis: I saw him get on the train.,1
slate,'',Premise: Some are reported as not having been wanted at all. Hypothesis: Some are reported as not having been wanted at all due to breakage.,1
