Type,Digits,Context,Question,Correct Answer
Arithmetic,1_digit_subtraction,'',Is 2 minus 2 equal to 0?,Yes
Arithmetic,1_digit_subtraction,'',Is 5 minus 2 equal to 3?,Yes
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 2?,Yes
Arithmetic,1_digit_subtraction,'',Is 1 minus 3 equal to -2?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 5 equal to 2?,Yes
Arithmetic,1_digit_subtraction,'',Is 3 minus 6 equal to -3?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 7 equal to 0?,Yes
Arithmetic,1_digit_subtraction,'',Is 0 minus 4 equal to -4?,Yes
Arithmetic,1_digit_subtraction,'',Is 1 minus 6 equal to -5?,Yes
Arithmetic,1_digit_subtraction,'',Is 3 minus 0 equal to 3?,Yes
Arithmetic,1_digit_subtraction,'',Is 9 minus 5 equal to 4?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 3 equal to 4?,Yes
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to -5?,Yes
Arithmetic,1_digit_subtraction,'',Is 9 minus 9 equal to 0?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 6 equal to 1?,Yes
Arithmetic,1_digit_subtraction,'',Is 8 minus 7 equal to 1?,Yes
Arithmetic,1_digit_subtraction,'',Is 6 minus 2 equal to 4?,Yes
Arithmetic,1_digit_subtraction,'',Is 1 minus 4 equal to -3?,Yes
Arithmetic,1_digit_subtraction,'',Is 3 minus 1 equal to 2?,Yes
Arithmetic,1_digit_subtraction,'',Is 4 minus 0 equal to 4?,Yes
Arithmetic,1_digit_subtraction,'',Is 4 minus 3 equal to 1?,Yes
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to -1?,Yes
Arithmetic,1_digit_subtraction,'',Is 2 minus 5 equal to -3?,Yes
Arithmetic,1_digit_subtraction,'',Is 8 minus 9 equal to -1?,Yes
Arithmetic,1_digit_subtraction,'',Is 3 minus 3 equal to 0?,Yes
Arithmetic,1_digit_subtraction,'',Is 5 minus 1 equal to 4?,Yes
Arithmetic,1_digit_subtraction,'',Is 5 minus 3 equal to 2?,Yes
Arithmetic,1_digit_subtraction,'',Is 1 minus 5 equal to -4?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 9 equal to -2?,Yes
Arithmetic,1_digit_subtraction,'',Is 9 minus 4 equal to 5?,Yes
Arithmetic,1_digit_subtraction,'',Is 7 minus 0 equal to 7?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 1 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 9 equal to 86?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 8 equal to 13?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 9 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 3 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 5 equal to 44?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 8 equal to 24?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 8 equal to 78?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 6 equal to 27?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 7 equal to 53?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 0 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 8 equal to 77?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 8 equal to 67?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 3 equal to 6?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 3 equal to 71?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 0 equal to 9?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 6 equal to 40?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 5 equal to 57?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 1 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 5 equal to 56?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 0 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 3 equal to 95?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 9 equal to 91?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 56?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 2 equal to 26?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 6 equal to 6?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 7 equal to 91?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 2 equal to 4?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 1 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 2 equal to 5?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 7 equal to 92?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 4 equal to 28?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 7 equal to 54?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 1 equal to 4?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 7 equal to 9?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 1 equal to 6?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 3 equal to 5?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 4 equal to 12?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 2 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 7 equal to 44?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 1 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 9 equal to 32?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 3 equal to 62?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 7 equal to 12?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 0 equal to 4?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 9 equal to 92?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 5 equal to 27?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 3 equal to 96?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 9 equal to 99?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 9 equal to 77?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 1 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 5 equal to 65?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 0 equal to 3?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 0 equal to 3?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 0 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 1 equal to 9?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 8 equal to 9?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 5 equal to 74?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 6 equal to 4?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 2 equal to 83?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 4 equal to 98?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 4 equal to 22?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 6 equal to 38?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 2 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 1 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 0 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 4 equal to 95?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 8 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 5 equal to 2?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 4 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 7 equal to 60?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 7 equal to 3?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 3 equal to 1?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 4 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 0 times 9 equal to 6?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 0 equal to 6?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 9 equal to 14?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 6 equal to 31?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 5 equal to 82?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 4 equal to 33?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 8 equal to 32?,No
Arithmetic,1_digit_multiplication,'',Is 8 times 2 equal to 95?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 2 equal to 91?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 8 equal to 96?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 2 equal to 74?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 4 equal to 55?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 3 equal to 26?,No
Arithmetic,1_digit_multiplication,'',Is 6 times 8 equal to 46?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 6 equal to 67?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 9 equal to 92?,No
Arithmetic,1_digit_multiplication,'',Is 2 times 6 equal to 14?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 6 equal to 42?,No
Arithmetic,1_digit_multiplication,'',Is 7 times 7 equal to 83?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 4 equal to 3?,No
Arithmetic,1_digit_multiplication,'',Is 5 times 5 equal to 10?,No
Arithmetic,1_digit_multiplication,'',Is 3 times 2 equal to 7?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 6 equal to 95?,No
Arithmetic,1_digit_multiplication,'',Is 1 times 5 equal to 3?,No
Arithmetic,1_digit_multiplication,'',Is 9 times 1 equal to 4?,No
Arithmetic,1_digit_multiplication,'',Is 4 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 4 equal to 36?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 6 equal to 30?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 2 equal to 6?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 5 equal to 45?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 2 equal to 4?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 8 equal to 32?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 7 equal to 63?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 1 equal to 7?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 4 equal to 20?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 2 equal to 18?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 7 equal to 14?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 1 equal to 4?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 2 equal to 2?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 7 equal to 56?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 9 equal to 18?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 4 equal to 16?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 6 equal to 48?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 2 equal to 8?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 2 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 8 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 1 equal to 6?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 1 equal to 8?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 6 equal to 24?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 8 equal to 40?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 5 equal to 40?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 8 equal to 16?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 4 equal to 4?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 7 equal to 49?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 1 equal to 1?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 5 equal to 30?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 7 equal to 7?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 7 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 9 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 9 equal to 27?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 8 equal to 8?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 3 equal to 21?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 6 equal to 36?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 4 equal to 28?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 3 equal to 27?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 5 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 3 equal to 15?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 9 equal to 36?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 4 equal to 32?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 6 equal to 54?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 8 equal to 24?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 5 equal to 5?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 4 equal to 12?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 3 equal to 24?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 7 equal to 21?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 2 equal to 16?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 6 equal to 18?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 6 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 6 equal to 6?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 3 equal to 3?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 8 equal to 72?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 5 equal to 10?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 4 equal to 24?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 3 equal to 6?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 5 equal to 25?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 3 equal to 12?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 2 equal to 12?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 3 equal to 9?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 5 equal to 35?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 1 equal to 9?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 7 equal to 35?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 8 equal to 48?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 8 equal to 64?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 9 times 9 equal to 81?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 7 equal to 28?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 5 equal to 15?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 1 equal to 5?,Yes
Arithmetic,1_digit_multiplication,'',Is 3 times 1 equal to 3?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 4 equal to 8?,Yes
Arithmetic,1_digit_multiplication,'',Is 4 times 5 equal to 20?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 6 equal to 42?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 1 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 9 equal to 63?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 8 equal to 56?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 3 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 6 equal to 12?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 2 equal to 10?,Yes
Arithmetic,1_digit_multiplication,'',Is 8 times 9 equal to 72?,Yes
Arithmetic,1_digit_multiplication,'',Is 1 times 9 equal to 9?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 7 equal to 42?,Yes
Arithmetic,1_digit_multiplication,'',Is 2 times 1 equal to 2?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 9 equal to 54?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 5 times 9 equal to 45?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 4 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 0 times 0 equal to 0?,Yes
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 18?,Yes
Arithmetic,1_digit_multiplication,'',Is 7 times 2 equal to 14?,Yes
Arithmetic,2_digit_addition,'',Is 49 plus 98 equal to 401?,No
Arithmetic,2_digit_addition,'',Is 26 plus 21 equal to 33?,No
Arithmetic,2_digit_addition,'',Is 47 plus 14 equal to 45?,No
Arithmetic,2_digit_addition,'',Is 40 plus 28 equal to 47?,No
Arithmetic,2_digit_addition,'',Is 29 plus 30 equal to 89?,No
Arithmetic,2_digit_addition,'',Is 62 plus 92 equal to 971?,No
Arithmetic,2_digit_addition,'',Is 15 plus 65 equal to 10?,No
Arithmetic,2_digit_addition,'',Is 13 plus 50 equal to 86?,No
Arithmetic,2_digit_addition,'',Is 90 plus 37 equal to 370?,No
Arithmetic,2_digit_addition,'',Is 26 plus 85 equal to 331?,No
Arithmetic,2_digit_addition,'',Is 80 plus 30 equal to 438?,No
Arithmetic,2_digit_addition,'',Is 17 plus 95 equal to 221?,No
Arithmetic,2_digit_addition,'',Is 55 plus 15 equal to 38?,No
Arithmetic,2_digit_addition,'',Is 64 plus 27 equal to 69?,No
Arithmetic,2_digit_addition,'',Is 79 plus 92 equal to 160?,No
Arithmetic,2_digit_addition,'',Is 68 plus 82 equal to 349?,No
Arithmetic,2_digit_addition,'',Is 96 plus 49 equal to 330?,No
Arithmetic,2_digit_addition,'',Is 88 plus 62 equal to 386?,No
Arithmetic,2_digit_addition,'',Is 52 plus 41 equal to 26?,No
Arithmetic,2_digit_addition,'',Is 85 plus 95 equal to 672?,No
Arithmetic,2_digit_addition,'',Is 66 plus 66 equal to 341?,No
Arithmetic,2_digit_addition,'',Is 93 plus 50 equal to 278?,No
Arithmetic,2_digit_addition,'',Is 37 plus 33 equal to 45?,No
Arithmetic,2_digit_addition,'',Is 22 plus 66 equal to 99?,No
Arithmetic,2_digit_addition,'',Is 50 plus 94 equal to 968?,No
Arithmetic,2_digit_addition,'',Is 60 plus 57 equal to 913?,No
Arithmetic,2_digit_addition,'',Is 50 plus 91 equal to 159?,No
Arithmetic,2_digit_addition,'',Is 48 plus 28 equal to 94?,No
Arithmetic,2_digit_addition,'',Is 80 plus 61 equal to 616?,No
Arithmetic,2_digit_addition,'',Is 68 plus 11 equal to 99?,No
Arithmetic,2_digit_addition,'',Is 27 plus 58 equal to 27?,No
Arithmetic,2_digit_addition,'',Is 29 plus 82 equal to 411?,No
Arithmetic,2_digit_addition,'',Is 38 plus 57 equal to 20?,No
Arithmetic,2_digit_addition,'',Is 51 plus 58 equal to 387?,No
Arithmetic,2_digit_addition,'',Is 51 plus 46 equal to 53?,No
Arithmetic,2_digit_addition,'',Is 17 plus 32 equal to 91?,No
Arithmetic,2_digit_addition,'',Is 76 plus 94 equal to 168?,No
Arithmetic,2_digit_addition,'',Is 50 plus 92 equal to 175?,No
Arithmetic,2_digit_addition,'',Is 94 plus 75 equal to 370?,No
Arithmetic,2_digit_addition,'',Is 98 plus 36 equal to 520?,No
Arithmetic,2_digit_addition,'',Is 80 plus 54 equal to 452?,No
Arithmetic,2_digit_addition,'',Is 74 plus 54 equal to 154?,No
Arithmetic,2_digit_addition,'',Is 81 plus 63 equal to 720?,No
Arithmetic,2_digit_addition,'',Is 21 plus 52 equal to 25?,No
Arithmetic,2_digit_addition,'',Is 94 plus 25 equal to 865?,No
Arithmetic,2_digit_addition,'',Is 30 plus 45 equal to 21?,No
Arithmetic,2_digit_addition,'',Is 66 plus 27 equal to 99?,No
Arithmetic,2_digit_addition,'',Is 93 plus 31 equal to 721?,No
Arithmetic,2_digit_addition,'',Is 31 plus 85 equal to 694?,No
Arithmetic,2_digit_addition,'',Is 15 plus 99 equal to 968?,No
Arithmetic,2_digit_addition,'',Is 96 plus 71 equal to 590?,No
Arithmetic,2_digit_addition,'',Is 70 plus 90 equal to 198?,No
Arithmetic,2_digit_addition,'',Is 29 plus 68 equal to 87?,No
Arithmetic,2_digit_addition,'',Is 55 plus 38 equal to 95?,No
Arithmetic,2_digit_addition,'',Is 78 plus 58 equal to 943?,No
Arithmetic,2_digit_addition,'',Is 47 plus 41 equal to 19?,No
Arithmetic,2_digit_addition,'',Is 24 plus 95 equal to 454?,No
Arithmetic,2_digit_addition,'',Is 77 plus 97 equal to 609?,No
Arithmetic,2_digit_addition,'',Is 76 plus 68 equal to 252?,No
Arithmetic,2_digit_addition,'',Is 77 plus 62 equal to 679?,No
Arithmetic,2_digit_addition,'',Is 83 plus 74 equal to 192?,No
Arithmetic,2_digit_addition,'',Is 80 plus 11 equal to 80?,No
Arithmetic,2_digit_addition,'',Is 30 plus 53 equal to 39?,No
Arithmetic,2_digit_addition,'',Is 28 plus 83 equal to 747?,No
Arithmetic,2_digit_addition,'',Is 13 plus 86 equal to 70?,No
Arithmetic,2_digit_addition,'',Is 20 plus 68 equal to 66?,No
Arithmetic,2_digit_addition,'',Is 62 plus 55 equal to 628?,No
Arithmetic,2_digit_addition,'',Is 36 plus 67 equal to 415?,No
Arithmetic,2_digit_addition,'',Is 27 plus 77 equal to 475?,No
Arithmetic,2_digit_addition,'',Is 58 plus 83 equal to 467?,No
Arithmetic,2_digit_addition,'',Is 99 plus 48 equal to 970?,No
Arithmetic,2_digit_addition,'',Is 56 plus 93 equal to 911?,No
Arithmetic,2_digit_addition,'',Is 23 plus 10 equal to 75?,No
Arithmetic,2_digit_addition,'',Is 34 plus 89 equal to 356?,No
Arithmetic,2_digit_addition,'',Is 37 plus 36 equal to 79?,No
Arithmetic,2_digit_addition,'',Is 44 plus 74 equal to 652?,No
Arithmetic,2_digit_addition,'',Is 71 plus 34 equal to 352?,No
Arithmetic,2_digit_addition,'',Is 13 plus 36 equal to 31?,No
Arithmetic,2_digit_addition,'',Is 77 plus 31 equal to 129?,No
Arithmetic,2_digit_addition,'',Is 54 plus 64 equal to 422?,No
Arithmetic,2_digit_addition,'',Is 50 plus 33 equal to 20?,No
Arithmetic,2_digit_addition,'',Is 93 plus 99 equal to 778?,No
Arithmetic,2_digit_addition,'',Is 12 plus 16 equal to 98?,No
Arithmetic,2_digit_addition,'',Is 28 plus 19 equal to 17?,No
Arithmetic,2_digit_addition,'',Is 23 plus 72 equal to 34?,No
Arithmetic,2_digit_addition,'',Is 66 plus 47 equal to 951?,No
Arithmetic,2_digit_addition,'',Is 11 plus 83 equal to 46?,No
Arithmetic,2_digit_addition,'',Is 59 plus 82 equal to 133?,No
Arithmetic,2_digit_addition,'',Is 65 plus 26 equal to 15?,No
Arithmetic,2_digit_addition,'',Is 94 plus 61 equal to 933?,No
Arithmetic,2_digit_addition,'',Is 27 plus 74 equal to 579?,No
Arithmetic,2_digit_addition,'',Is 90 plus 39 equal to 169?,No
Arithmetic,2_digit_addition,'',Is 78 plus 53 equal to 659?,No
Arithmetic,2_digit_addition,'',Is 67 plus 70 equal to 123?,No
Arithmetic,2_digit_addition,'',Is 55 plus 32 equal to 32?,No
Arithmetic,2_digit_addition,'',Is 52 plus 48 equal to 115?,No
Arithmetic,2_digit_addition,'',Is 21 plus 19 equal to 16?,No
Arithmetic,2_digit_addition,'',Is 83 plus 61 equal to 682?,No
Arithmetic,2_digit_addition,'',Is 82 plus 29 equal to 434?,No
Arithmetic,2_digit_addition,'',Is 15 plus 50 equal to 49?,No
Arithmetic,2_digit_addition,'',Is 40 plus 54 equal to 94?,Yes
Arithmetic,2_digit_addition,'',Is 73 plus 98 equal to 171?,Yes
Arithmetic,2_digit_addition,'',Is 11 plus 22 equal to 33?,Yes
Arithmetic,2_digit_addition,'',Is 36 plus 18 equal to 54?,Yes
Arithmetic,2_digit_addition,'',Is 31 plus 88 equal to 119?,Yes
Arithmetic,2_digit_addition,'',Is 51 plus 84 equal to 135?,Yes
Arithmetic,2_digit_addition,'',Is 11 plus 72 equal to 83?,Yes
Arithmetic,2_digit_addition,'',Is 60 plus 47 equal to 107?,Yes
Arithmetic,2_digit_addition,'',Is 53 plus 24 equal to 77?,Yes
Arithmetic,2_digit_addition,'',Is 93 plus 35 equal to 128?,Yes
Arithmetic,2_digit_addition,'',Is 24 plus 79 equal to 103?,Yes
Arithmetic,2_digit_addition,'',Is 62 plus 24 equal to 86?,Yes
Arithmetic,2_digit_addition,'',Is 84 plus 83 equal to 167?,Yes
Arithmetic,2_digit_addition,'',Is 63 plus 85 equal to 148?,Yes
Arithmetic,2_digit_addition,'',Is 92 plus 20 equal to 112?,Yes
Arithmetic,2_digit_addition,'',Is 68 plus 94 equal to 162?,Yes
Arithmetic,2_digit_addition,'',Is 91 plus 43 equal to 134?,Yes
Arithmetic,2_digit_addition,'',Is 61 plus 58 equal to 119?,Yes
Arithmetic,2_digit_addition,'',Is 60 plus 53 equal to 113?,Yes
Arithmetic,2_digit_addition,'',Is 39 plus 55 equal to 94?,Yes
Arithmetic,2_digit_addition,'',Is 41 plus 83 equal to 124?,Yes
Arithmetic,2_digit_addition,'',Is 18 plus 91 equal to 109?,Yes
Arithmetic,2_digit_addition,'',Is 87 plus 40 equal to 127?,Yes
Arithmetic,2_digit_addition,'',Is 86 plus 87 equal to 173?,Yes
Arithmetic,2_digit_addition,'',Is 97 plus 27 equal to 124?,Yes
Arithmetic,2_digit_addition,'',Is 27 plus 99 equal to 126?,Yes
Arithmetic,2_digit_addition,'',Is 49 plus 20 equal to 69?,Yes
Arithmetic,2_digit_addition,'',Is 66 plus 58 equal to 124?,Yes
Arithmetic,2_digit_addition,'',Is 45 plus 89 equal to 134?,Yes
Arithmetic,2_digit_addition,'',Is 55 plus 32 equal to 87?,Yes
Arithmetic,2_digit_addition,'',Is 23 plus 65 equal to 88?,Yes
Arithmetic,2_digit_addition,'',Is 21 plus 65 equal to 86?,Yes
Arithmetic,2_digit_addition,'',Is 11 plus 31 equal to 42?,Yes
Arithmetic,2_digit_addition,'',Is 35 plus 41 equal to 76?,Yes
Arithmetic,2_digit_addition,'',Is 43 plus 57 equal to 100?,Yes
Arithmetic,2_digit_addition,'',Is 69 plus 80 equal to 149?,Yes
Arithmetic,2_digit_addition,'',Is 12 plus 96 equal to 108?,Yes
Arithmetic,2_digit_addition,'',Is 86 plus 78 equal to 164?,Yes
Arithmetic,2_digit_addition,'',Is 47 plus 62 equal to 109?,Yes
Arithmetic,2_digit_addition,'',Is 15 plus 55 equal to 70?,Yes
