question,A,B,C,D,answer,source_file
"The reaction of Br2(g) with Cl2(g) to form BrCl(g) has an equilibrium constant of 15.0 at a certain temperature. If 10.0 grams of BrCl is initially present in a 15.0-liter reaction vessel, what will the concentration of BrCl be at equilibrium?",(A) 3.8 × 10^-3 mol/L,(B) 5.77 × 10^-3 mol/L,(C) 1.97 × 10^-3 M,(D) 9.9 × 10^-4 M,A,high_school_chemistry_processed.csv
"Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.",(A) 0,(B) 4,(C) 2,(D) 6,B,abstract_algebra_processed.csv
Kirkwood gaps are observed in the main asteroid belt including at the position(s) where:,(A) asteroids would orbit with a period half that of Jupiter,(B) asteroids would orbit with a period twice that of Jupiter,(C) asteroids would orbit with a period twice that of Mars,(D) A and B,A,astronomy_processed.csv
Which of the following statements describe(s) properties of a purely segmented memory system?I. It divides memory into units of equal size.II. It permits implementation of virtual memory.III. It suffers from internal fragmentation.,(A) I only,(B) II only,(C) III only,(D) I and III,B,college_computer_science_processed.csv
"When the following equation is balanced, which of the following is true?__ MnO4− + __ I− + __ H+ <-> __ Mn2+ + __ IO3− + __ H2O",(A) The I− : IO3− ratio is 3:1.,(B) The MnO4- : I- ratio is 6:5.,(C) The MnO4- : Mn2+ ratio is 3:1.,(D) The H+ : I− ratio is 2:1.,B,college_chemistry_processed.csv
"The rate at which a purification process can remove contaminants from a tank of water is proportional to the amount of contaminant remaining. If 20% of the contaminant can be removed during the first minute of the process and 98% must be removed to make the water safe, approximately how long will the decontamination process take?",(A) 2 min,(B) 5 min,(C) 18 min,(D) 20 min,C,high_school_mathematics_processed.csv
"Consider the following assumptions about electronic storage for the text in all the books of a university's libraries. - The libraries at the university collectively contain 3 million books. - A book contains an average of 400 pages. - A page contains an average of 50 lines. - A line on a page contains an average of 10 words. - A word contains an average of 5 letters/characters. - A letter/character is represented by 1 byte. Based on the given assumptions, which of the following is the unit in which the electronic storage required for the text in all the books of the university's libraries would best be measured?",(A) Megabyte ( 2^20 or approximately 10^6 bytes),(B) Gigabyte ( 2^30 or approximately 10^9 bytes),(C) Terabyte ( 2^40 or approximately 10^12 bytes),(D) Petabyte ( 2^50 or approximately 10^15 bytes),C,high_school_computer_science_processed.csv
All of the following might be found in connective tissue EXCEPT,(A) thrombin,(B) glycosaminoglycans,(C) collagens,(D) fibroblasts,A,college_biology_processed.csv
Male hormones are produced by which of the following?,(A) Glans penis,(B) Prepuce,(C) Prostate,(D) Testes,D,anatomy_processed.csv
Two xylem plant cell types that provide support and conduct water and minerals are the,(A) collenchyma and sclerenchyma,(B) sieve tube members and companion cells,(C) tracheids and vessel elements,(D) vessel elements and companion cells,C,college_biology_processed.csv
A programmer uses code published online under a Creative Commons Attribution (C C B Y) license in a commercial product. Which of the following best describes an acceptable use of the code?,(A) Copying code from the online source into the programmer's product without any other actions,(B) Copying code from the online source into the programmer's product and limiting the copied code to ten code lines,(C) Copying code from the online source into the programmer's product and changing all variable names,(D) Copying code from the online source into the programmer's product and crediting the original author in the manner indicated by the license,D,high_school_computer_science_processed.csv
What is used to protect the SCR from over current ?,(A) CB and fuse.,(B) Heat sink.,(C) Snubber circuit.,(D) Voltage clamping device.,A,electrical_engineering_processed.csv
Which of the following statements concerning the Golgi apparatus of a eukaryote is correct?,(A) It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.,(B) It is typically associated with small secretory vesicles located near its cis face.,(C) Its composite flattened cisternae are continuous with one another.,(D) Glycosylation of certain secretory proteins occurs prior to the protein's entry into its lumen.,A,college_biology_processed.csv
"Which of the following is not a sentence that is generated by the grammar A -> BC, B -> x|Bx, C -> B|D, D -> y|Ey, E -> z?",(A) xyz,(B) xy,(C) xxzy,(D) xxxxy,A,college_computer_science_processed.csv
____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,(A) Wireless access,(B) Wireless security,(C) Wired Security,(D) Wired device apps,B,computer_security_processed.csv
If a malicious process is granted temporary administrator-level access to a system,(A) the threat is over as soon as the process is killed,(B) the threat is over after the operating system is rebooted,(C) the thread is over after rebooting the machine and replacing files that show a virus infection,(D) the threat is often permanent until the entire disk is wiped clean,D,college_computer_science_processed.csv
"In one metropolitan region, technical writers have an annual salary that is approximately normally distributed with a mean of $55,800. The first quartile of salaries is $48,815. What is the standard deviation?","(A) $6,984 ","(B) $10,356 ","(C) $10,476 ","(D) $13,968 ",B,high_school_statistics_processed.csv
"Experimenter A uses a very small test charge qo, and experimenter B uses a test charge 2qo to measure an electric field produced by two parallel plates. A finds a field that is",(A) greater than the field found by B,(B) the same as the field found by B,(C) less than the field found by B,"(D) either greater or less than the field found by B, depending on the accelerations of the test charges",B,high_school_physics_processed.csv
Mosquitoes resistant to the pesticide DDT first appeared in India in 1959 within 15 years of widespread spraying of the insecticide. Which of the following statement best explains how the resistant mosquitoes arose?,(A) Some mosquitoes experienced a mutation after being exposed to DDT that made them resistant to the insecticide. Then their population expanded because these moquitoes had no competition.,(B) Some mosquitoes were already resistant to DDT when DDT was first sprayed. Then their population expanded because all the susceptible mosquitoes had been exterminated.,(C) DDT is generally a very effective insecticide. One can only conclude that it was manufactured improperly.,"(D) Although DDT is effective against a wide range of insects, it is not effective against mosquitoes.",B,high_school_biology_processed.csv
"Patricia’s annual starting salary at her new job is $20,000. After one year on the job, her salary increases by 10%; after her second year on the job, her salary increases by 10% more over the previous year’s salary. After these two years have passed, what would her salary be?","(A) $24,200","(B) $24,000","(C) $22,000","(D) $4,000",A,high_school_mathematics_processed.csv
What are the port states determined by Nmap?,"(A) Active, inactive, standby","(B) Open, half-open, closed ","(C) Open, filtered, unfiltered","(D) Active, closed, unused",C,computer_security_processed.csv
Statement 1 |  Suppose ∑|a_i| diverges and ∑ a_i = 2. There is a rearrangement a_i_k of the terms such that ∑ a_i_k = 4. Statement 2 | There exists metric spaces X and Y with X closed and bounded and a continuous mapping f : X → Y such that f(X) is NOT “closed and bounded”.,"(A) True, True","(B) True, False","(C) False, True","(D) False, False",A,college_mathematics_processed.csv
Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5,(A) 0,(B) 1,"(C) 0,1","(D) 0,4",D,abstract_algebra_processed.csv
"A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is",(A) 0.04 V,(B) 0.1 V,(C) 2.5 V,(D) 10 V,D,college_physics_processed.csv
The so-called dark energy is a model to explain ...,(A) the radiation of black holes.,(B) the mass distribution of galaxies.,(C) the acceleration of the universe.,(D) the microwave background of the universe.,C,astronomy_processed.csv
A medicine is known to produce side effects in one in five patients taking it. Suppose a doctor prescribes the medicine to four unrelated patients. What is the probability that none of the patients will develop side effects?,(A) 0.8,(B) 0.4096,(C) 0.25,(D) 0.2,B,high_school_statistics_processed.csv
How do we know how old the Earth is?,(A) From the layering of materials within the Earth.,(B) From fossils of ancient life.,(C) From the cratering history of Earth’s surface.,(D) From radioactive dating of rocks and meteorites.,D,astronomy_processed.csv
Find the degree for the given field extension Q(sqrt(2)) over Q.,(A) 0,(B) 2,(C) 1,(D) 3,B,abstract_algebra_processed.csv
Buffer-overflow may remain as a bug in apps if __________ are not done fully.,(A) boundary hacks,(B) memory checks,(C) boundary checks,(D) buffer checks,C,computer_security_processed.csv
Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",D,abstract_algebra_processed.csv
Mouse sperm contain receptor proteins that bind to a glycoprotein (ZP3) in the zona pellucida of mouse eggs. Binding of ZP3 receptors to ZP3 initiates the sperm’s acrosomal reaction. All of the following experimental observations would be expected EXCEPT:,(A) Injecting eggs with antibodies that bind to ZP3 blocks in vitro fertilization.,(B) Incubating sperm with purified ZP3 prior to mixing sperm and eggs blocks in vitro fertilization.,(C) Incubating eggs with antibodies that bind to ZP3 blocks in vitro fertilization.,"(D) Coating synthetic beads with a different glycoprotein, ZP2, fails to lead to sperm aggregation on the beads.",A,college_biology_processed.csv
A step-up transformer in an electrical circuit can step up,(A) voltage,(B) energy,(C) Both of these,(D) Neither of these,A,conceptual_physics_processed.csv
"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?1. It would be impossible for services to get a TCP connection to the client web browser.2. It would be impossible for okd to run as a non-root user.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",C,computer_security_processed.csv
The Space Shuttle orbits 300 km above the Earth’s surface; the Earth’s radius is 6400 km. What is the acceleration due to Earth’s gravity experienced by the Space Shuttle?,(A) 4.9 m/s^2,(B) 8.9 m/s^2,(C) 9.8 m/s^2,(D) 10.8 m/s^2,B,high_school_physics_processed.csv
Six 6-sided dice are rolled. What is the probability that three of the dice show prime numbers and the rest show composite numbers?,(A) \frac{125}{2916},(B) \frac{5}{16},(C) \frac{5}{54},(D) \frac{5}{55},C,high_school_mathematics_processed.csv
The Arrhenius equation may be used to determine,(A) the activation energy of a reaction,(B) the rate constant at various temperatures,(C) the shelf life of a consumer product or drug,(D) all of the above,D,high_school_chemistry_processed.csv
"A fluid of density ρ flows through a horizontal pipe with negligible viscosity. The flow is streamlined with constant flow rate. The diameter of the pipe at Point 1 is d and the flow speed is V. If the diameter of the pipe at Point 2 is d/3, then the pressure at Point 2 is",(A) less than the pressure at Point 1 by 4 ρv^2,(B) less than the pressure at Point 1 by 40 ρv^2,(C) more than the pressure at Point 1 by 4 ρv^2,(D) more than the pressure at Point 1 by 40 ρv^2,B,high_school_physics_processed.csv
"Based on the paper “SoK: SSL and HTTPS: Revisiting past challenges and evaluating certificates trust model enhancements”, which of the following statements are false?",(A) Valid DV certificates provide more confidence to a user that she is connecting to the intended party than valid EV certificates.,(B) OCSP stapling allows a server to prove to a browser that its certificate hasn’t been revoked.,(C) DANE makes it difficult for an adversary to launch a SSL stripping attack.,(D) Server key-pinning makes it harder for an adversary to convince a CA to mint a certificate for a site and launch an MITM attack on that site.,A,computer_security_processed.csv
Which one of the following is the main reason for pruning a Decision Tree?,(A) To save computing time during testing,(B) To save space for storing the Decision Tree,(C) To make the training set error smaller,(D) To avoid overfitting the training set,D,machine_learning_processed.csv
What is the magnetic moment of 205Tl?,"(A) [ɣ (205TI = 1.569 x 108 T-1 s-1, I = ½]",(B) 0.717 x 10^-26 J T-1,(C) 0.827 x 10^-26 J T-1,(D) 1.433 x 10^-26 J T-1,C,college_chemistry_processed.csv
Which of these statements correctly explains bias?,(A) It describes a process that creates estimates that are too high on average or too low on average.,(B) It describes a process that results in a sample that does not represent the population.,(C) It describes a lack of randomization in the sampling process.,(D) It describes a sample that is not representative of the population.,A,high_school_statistics_processed.csv
The Pauli exclusion principle states that,(A) no two electrons can have the same energy,(B) no two electrons can have the same four quantum numbers,(C) no two electrons can occupy separate orbitals,(D) no two electrons can pair up if there is an empty orbital available,B,high_school_chemistry_processed.csv
"To place the first paving stone in a path, Alex starts at the crate of stones, walks three feet, places the stone, and returns to the crate. For each subsequent stone, Alex walks two feet farther each way. Alex will place the first 50 stones in a path. After returning to the crate from placing the $50^\text{th}$ stone, what is the total distance Alex walked, in feet?",(A) 100,(B) 90950,(C) 5200,(D) 50,C,high_school_mathematics_processed.csv
"Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the",(A) megagametophyte,(B) endodermis,(C) embryo,(D) endosperm,D,college_biology_processed.csv
Statement 1 | A homomorphism may have an empty kernel. Statement 2 | It is not possible to have a nontrivial homomorphism of some finite group into some infinite group.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",B,abstract_algebra_processed.csv
The Henry’s law constant for CO2 dissolved in water at 25°C is 30.0 atm M^−1. The concentration of dissolved CO2 in a vessel pressurized with 2.0 atm of CO2 is,(A) 1.5 M,(B) 0.15 M,(C) 0.067 M,(D) 0.015 M,C,college_chemistry_processed.csv
The vibrations in a longitudinal wave move in a direction,(A) along and parallel to the wave,(B) perpendicular to the wave,(C) Both of these,(D) Neither of these,A,conceptual_physics_processed.csv
A rod measures 1.00 m in its rest system. How fast must an observer move parallel to the rod to measure its length to be 0.80 m?,(A) 0.50c,(B) 0.60c,(C) 0.70c,(D) 0.80c,B,college_physics_processed.csv
Which step explains how to find the value of a in 6a = 72?,(A) add 6 to both sides,(B) divide both sides by 6,(C) multiply both sides by 6,(D) subtract 6 from both sides,B,elementary_mathematics_processed.csv
"Let V be the real vector space of all real 2 x 3 matrices, and let W be the real vector space of all real 4 x 1 column vectors. If T is a linear transformation from V onto W, what is the dimension of the subspace kernel of T?",(A) 2,(B) 3,(C) 4,(D) 5,A,college_mathematics_processed.csv
A prokaryote that is thermophilic and methanogenic and has isoprenylglycerol ethers in its membrane instead of phospholipids is most likely,(A) a proteobacterium,(B) a spirochete,(C) a member of the genus Chlamydia,(D) an archaeon,D,college_biology_processed.csv
"Statement 1 | If a group has an element of order 10, then it has elements of orders 1, 2, and 5. Statement 2 | If a group has an element of order 2 and an element of order 3, then it has an element of order 6.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",C,abstract_algebra_processed.csv
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",(A) 120 miles,(B) 80 miles,(C) 26 miles,(D) 12 miles,A,elementary_mathematics_processed.csv
Which of the following is NOT a characteristic of bacteria?,(A) Circular double-stranded DNA,(B) Membrane-bound cellular organelles,(C) Plasma membrane consisting of lipids and proteins,(D) Ribosomes that synthesize polypeptides,B,high_school_biology_processed.csv
"If L, M, and T denote the dimensions of length, mass, and time, respectively, what are the dimensions of impulse?",(A) LM/T^3,(B) LM/T^2,(C) LM/T,(D) L^2M/T^2,C,high_school_physics_processed.csv
"A six-sided die (whose faces are numbered 1 through 6, as usual) is known to be counterfeit: The probability of rolling any even number is twice the probability of rolling any odd number. What is the probability that if this die is thrown twice, the first roll will be a 5 and the second roll will be a 6?",(A) 2/81,(B) 1/18,(C) 2/27,(D) 1/9,A,college_mathematics_processed.csv
A spring of force constant k is stretched a certain distance. It takes twice as much work to stretch a second spring by half this distance. The force constant of the second spring is,(A) k,(B) 2k,(C) 4k,(D) 8k,D,college_physics_processed.csv
"Huffman coding assigns unique variable-length codes to input values based on the frequency of occurrence of each value. Frequently occurring values are assigned codes that contain fewer bits than values that occur less frequently, which are assigned codes that contain more bits. Which of the following best describes an appropriate use of Huffman coding?",(A) Decryption,(B) Efficient sorting,(C) Lossless compression,(D) Lossy compression,C,high_school_computer_science_processed.csv
"A stack of 7 pennies has a height of 1 centimeter. Nick has a stack of pennies with a height of 4 centimeters. Which equation can be used to find the number of pennies, n, in Nick’s stack of pennies?",(A) n =7+4,(B) n =7–4,(C) n =7×4,(D) n =7÷4,C,elementary_mathematics_processed.csv
"Find the mean of the set of data 18, 9, 9, 10, 11, 14, 30, 19.",(A) 9,(B) 15,(C) 30,(D) 11,B,elementary_mathematics_processed.csv
"Statement 1 | If K is a nonzero subgroup of a finitely generated free abelian group, then K is free abelian. Statement 2 | If K is a nonzero subgroup of a finitely generated free abelian group, then G / K is free abelian.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",C,abstract_algebra_processed.csv
"Mercury orbits the sun in about one-fifth of an Earth year. If 1 AU is defined as the distance from the Earth to the sun, what is the approximate distance between Mercury and the sun?",(A) (1/25) AU,(B) (1/9) AU,(C) (1/5) AU,(D) (1/3) AU,D,high_school_physics_processed.csv
Magnetic flux has the unit of,(A) Newton,(B) Ampere turn,(C) Weber,(D) Tesla,C,electrical_engineering_processed.csv
Ferns undergo alternation of generations in which a,(A) dominant sporophyte alternates with an independent gametophyte,(B) dominant gametophyte alternates with a dependent sporophyte,(C) sporophyte and a gametophyte have equal life spans,(D) gametophyte produces gametes by meiosis,A,college_biology_processed.csv
High entropy means that the partitions in classification are,(A) pure,(B) not pure,(C) useful,(D) useless,B,machine_learning_processed.csv
Statement 1| ImageNet has images of various resolutions. Statement 2| Caltech-101 has more images than ImageNet.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",C,machine_learning_processed.csv
A researcher plans a study to examine long-term confidence in the U.S. economy among the adult population. She obtains a simple random sample of 30 adults as they leave a Wall Street office building one weekday afternoon. All but two of the adults agree to participate in the survey. Which of the following conclusions is correct?,(A) Proper use of chance as evidenced by the simple random sample makes this a well-designed survey.,(B) The high response rate makes this a well-designed survey.,(C) Selection bias makes this a poorly designed survey.,(D) A voluntary response study like this gives too much emphasis to persons with strong opinions.,C,high_school_statistics_processed.csv
How is IP address spoofing detected?,(A) Installing and configuring a IDS that can read the IP header,(B) Comparing the TTL values of the actual and spoofed addresses,(C) Implementing a firewall to the network,(D) Identify all TCP sessions that are initiated but does not complete successfully,B,computer_security_processed.csv
Simplify $\frac{k-3}{2} + 3k+1+\frac{3k+1}{2}$.,(A) 3k+1,(B) 5k,(C) 3k,(D) 1,B,high_school_mathematics_processed.csv
A sound wave with frequency f travels through air at speed v. With what speed will a sound wave with frequency 4f travel through the air?,(A) v/4,(B) v,(C) 2v,(D) 4v,B,high_school_physics_processed.csv
Cancer cells grown in culture are similar to normal cells grown in culture in that they,(A) divide an indefinite number of times,(B) do not display contact inhibition,(C) require a surface for attachment in order to grow,(D) proliferate to the same cell density,C,college_biology_processed.csv
Which of the following is/are true regarding an SVM?,"(A) For two dimensional data points, the separating hyperplane learnt by a linear SVM will be a straight line.","(B) In theory, a Gaussian kernel SVM cannot model any complex separating hyperplane.","(C) For every kernel function used in a SVM, one can obtain an equivalent closed form basis expansion.",(D) Overfitting in an SVM is not a function of number of support vectors.,A,machine_learning_processed.csv
What is the pH of a solution made by dissolving 0.0300 mol of sodium ethanoate in enough water to make 50 mL of solution (Ka for ethanoic acid is 1.8 × 10^-5)?,(A) 7,(B) 9.26,(C) 4.74,(D) 11.02,B,high_school_chemistry_processed.csv
The color of light most intense in the solar radiation curve is,(A) infrared,(B) red,(C) yellow-green,(D) violet,C,conceptual_physics_processed.csv
From laboratory measurements we know that a particular spectral line formed by hydrogen appears at a wavelength of 486.1 nanometers (nm). The spectrum of a particular star shows the same hydrogen line appearing at a wavelength of 485.9 nm. What can we conclude?,(A) The star is getting hotter.,(B) The star is getting colder.,(C) The star is moving toward us.,(D) The star is moving away from us.,C,astronomy_processed.csv
Connor is measuring the capacity of a jar. Which unit of measure can he use?,(A) Centimeter,(B) Cup,(C) Gram,(D) Pound,B,elementary_mathematics_processed.csv
"Atoms of four elements are examined: carbon, nitrogen, neon, and sulfur. Atoms of which element are most likely to form a structure with the formula XF6 (where X is one of the four atoms)?",(A) Carbon,(B) Nitrogen,(C) Neon,(D) Sulfur,D,high_school_chemistry_processed.csv
Suppose you live on the Moon. How long is a day (i.e. from sunrise to sunrise)?,(A) about 18 years,(B) 24 hours,(C) 29 Earth days,(D) a year,C,astronomy_processed.csv
"Nitrous acid is a weak acid, while nitric acid is a much stronger acid because",(A) the nitrogen in nitric acid is more electronegative than the nitrogen in nitrous acid,(B) nitric acid has more oxygen atoms in its formula,(C) the –O–H bonds in nitric acid are much weaker than in nitrous acid due to the electron withdrawing of more oxygen atoms on nitric acid,(D) nitric acid has the hydrogen atoms bound directly to the nitrogen atom,C,high_school_chemistry_processed.csv
"The lowest point on Earth is the bottom of the Mariana Trench at a depth of 35,840 feet below sea level. The highest point on Earth is the summit of Mt. Everest at a height of 29,028 feet above sea level. Which of the following is the best estimate of the distance between the lowest and highest points on Earth?","(A) 6,000 feet","(B) 7,000 feet","(C) 64,000 feet","(D) 65,000 feet",D,elementary_mathematics_processed.csv
An electric dipole consists of a pair of equal but opposite point charges of magnitude 4.0 nC separated by a distance of 2.0 cm. What is the electric field strength at the point midway between the charges?,(A) 0,(B) 9.0 × 10^4 V/m,(C) 1.8 × 10^5 V/m,(D) 7.2 × 10^5 V/m,D,high_school_physics_processed.csv
"Let l = [1,2,3,4]. What is sum(l) in Python3?",(A) 4,(B) 1,(C) 10,(D) 8,C,high_school_computer_science_processed.csv
"A new bank plans to make customer convenience a priority by minimizing the amount of time a customer waits in line. The bank is considering two options: a single line where the customer at the front waits for the next available teller, or separate lines for each teller. The bank decides to use a computer simulation of these two options to determine the average wait time for customers. Which of the following is NOT true about the bank's plan?","(A) The bank can incorporate other factors, such as the number of tellers, in the simulation.",(B) The bank can use the simulation to investigate these two options without causing inconvenience for customers.,(C) The bank may consider new alternatives based on the simulation results.,(D) The simulation will not produce usable results because actual customer data are not available.,D,high_school_computer_science_processed.csv
The circle $2x^2 = -2y^2 + 12x - 4y + 20$ is inscribed inside a square which has a pair of sides parallel to the x-axis. What is the area of the square?,(A) 80,(B) \sqrt{20},(C) 2\sqrt{20},(D) 20,A,high_school_mathematics_processed.csv
How many bits are required to store one BCD digit ?,(A) 1,(B) 2,(C) 3,(D) 4,D,electrical_engineering_processed.csv
Which statement about an atom is not true:,(A) The nucleus contains most of the atom’s mass but almost none of its volume.,(B) A neutral atom always has equal numbers of electrons and protons.,(C) A neutral atom always has equal numbers of neutrons and protons.,(D) The electrons can only orbit at particular energy levels.,C,astronomy_processed.csv
"Data is collected in an experiment preformed on an ideal gas. In the experiment, temperature (in K) is the independent variable and volume (in m^3) is the dependent variable. If a plot is produced where the dependent variable is on the vertical axis, which of the following is true about the slope and y-intercept of the graph?",(A) The slope will be linearly proportional to the pressure of the gas and the intercept will be 0 m^3.,(B) The slope will be inversely proportional to the pressure of the gas and the intercept will be 0 m^3.,(C) The slope will be linearly proportional to the pressure of the gas and the intercept will not be 0 m^3.,(D) The slope will be inversely proportional to the pressure of the gas and the intercept will not be 0 m^3.,B,high_school_physics_processed.csv
The weight of a box on the Earth is 80 N. What is the weight of the box on the moon if the moon has 1/80th the mass and 1/4th the radius of the Earth?,(A) 1 N,(B) 10 N,(C) 16 N,(D) 20 N,C,high_school_physics_processed.csv
In MD-5 the length of the message digest is,(A) 160,(B) 128,(C) 64,(D) 54,B,computer_security_processed.csv
Which of the following is the master gland of the endocrine system?,(A) Adrenal,(B) Pancreas,(C) Pineal,(D) Pituitary,D,anatomy_processed.csv
Which of the following active pools of carbon is the largest on Earth and contributes the most to carbon cycling?,(A) The atmosphere,(B) Rain-forest vegetation,(C) Recoverable fossil fuels,(D) The oceans,D,college_biology_processed.csv
"A gas undergoes an expansion-compression cycle. If, plotted on a P-V diagram, the cycle is counterclockwise and the work is 300 J in magnitude, what was the heat transfer during this cycle?",(A) 300 J into the system,(B) 300 J out of the system,(C) 600 J into the system,(D) 600 J out of the system,B,high_school_physics_processed.csv
The boolean expression a[i] == max || !(max != a[i]) can be simplified to,(A) a[i] == max,(B) a[i] != max,(C) a[i] < max || a[i] > max,(D) FALSE,A,high_school_computer_science_processed.csv
"If you run your finger down the anterior midline of a patient's extended neck from chin to sternal notch, you should be able to palpate, in order, the","(A) hyoid bone, cricoid cartilage, thyroid cartilage.","(B) thyroid cartilage, cricoid cartilage, hyoid bone.","(C) hyoid bone, thyroid cartilage, cricoid cartilage.","(D) thyroid cartilage, hyoid bone, cricoids cartilage.",C,anatomy_processed.csv
"At the present time, the temperature of the universe (i.e., the microwave radiation background) is about 3 K. When the temperature was 12 K, typical objects in the universe, such as galaxies, were",(A) one-quarter as distant as they are today,(B) one-half as distant as they are today,(C) separated by about the same distances as they are today,(D) two times as distant as they are today,A,college_physics_processed.csv
"Suppose A and B are n x n invertible matrices, where n > 1, and I is the n x n identity matrix. If A and B are similar matrices, which of the following statements must be true?	I. A - 2I and B - 2I are similar matrices. II. A and B have the same trace.	 III. A^-1 and B^-1 are similar matrices.",(A) I only,(B) II only,(C) III only,"(D) I, II, and III",D,college_mathematics_processed.csv
A working diode must have,(A) High resistance when forward or reverse biased,"(B) Low resistance when forward biased, while high resistance when reverse bias","(C) High resistance when forward biased, while low resistance when reverse bias",(D) Low resistance when forward or reverse biased,B,electrical_engineering_processed.csv
Light reflecting from a smooth surface undergoes a change in,(A) frequency.,(B) wavelength.,(C) All of these.,(D) None of these.,D,conceptual_physics_processed.csv
"The regression analysis of question 20 indicated that ""R-sq = 98.1%."" Which of the following is (are) true? I. There is a strong positive linear relationship between the explanatory and response variables. II. There is a strong negative linear relationship between the explanatory and response variables. III. About 98% of the variation in the response variable can be explained by the regression on the explanatory variable.",(A) I and III only,(B) I or II only,(C) I or II (but not both) and III,(D) II and III only,C,high_school_statistics_processed.csv
"If the parabola $y_1 = x^2 + 2x + 7$ and the line $y_2 = 6x + b$ intersect at only one point, what is the value of $b$?",(A) 7,(B) 3,(C) 12,(D) 4,B,high_school_mathematics_processed.csv
"One of the events at the circus was Gabriella, the Human Cannonball. On Saturday she did four shows. Her distances measured 7.04 meters, 18.81 meters, 18.39 meters, and 19.94 meters. What was the total distance Gabriella flew that day?",(A) 64.18 m,(B) 74.18 m,(C) 57.14 m,(D) 59.24 m,A,elementary_mathematics_processed.csv
Which of the following is the point at which an impulse is transmitted from one neuron to another neuron?,(A) Dendrite,(B) Glial cell,(C) Nerve center,(D) Synapse,D,anatomy_processed.csv
"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function g must necessarily be injective. Statement 2 | The function g must necessarily be surjective.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",D,abstract_algebra_processed.csv
What is the correct numerical value and unit of the Boltzmann constant?,(A) 1.38 × 10−21 m^3 · kg · s^−2 · K^−1,(B) 1.38 × 10−22 m^2 · kg · s^−3 · K^−1,(C) 1.38 × 10−23 m^2 · kg · s^−2 · K^−1,(D) 1.38 × 10−24 m^2 · kg · s^−2 · K^−2,C,astronomy_processed.csv
Let V be a finite-dimensional real vector space and let P be a linear transformation of V such that P^2 = P. Which of the following must be true?I. P is invertible.II. P is diagonalizable.III. P is either the identity transformation or the zero transformation.,(A) None,(B) I only,(C) II only,(D) III only,C,college_mathematics_processed.csv
Which of the following best explains why a population is described as the evolutionary unit?,(A) Genetic changes can only occur at the population level.,(B) The gene pool in a population remains fixed over time.,"(C) Natural selection affects individuals, not populations.","(D) Individuals cannot evolve, but populations can.",D,high_school_biology_processed.csv
"The members of a bird species capable of nesting in treetops or on the ledges of nearby cliffs make their homes only in the treetops due to the established presence of a more aggressive bird species on the cliff ledges. With respect to habitat, the treetop-nesting birds are utilizing",(A) their fundamental niche only,(B) their realistic niche only,(C) their ecological niche only,(D) neither their fundamental niche nor their realistic niche,B,college_biology_processed.csv
Averaging the output of multiple decision trees helps _.,(A) Increase bias,(B) Decrease bias,(C) Increase variance,(D) Decrease variance,D,machine_learning_processed.csv
What is the name of the fluorescent material that gives red colour fluorescence?,(A) Zinc silicate.,(B) Calcium silicate.,(C) Zinc sulphide.,(D) Magnesium silicate.,D,electrical_engineering_processed.csv
"Suppose we like to calculate P(H|E, F) and we have no conditional independence information. Which of the following sets of numbers are sufficient for the calculation?","(A) P(E, F), P(H), P(E|H), P(F|H)","(B) P(E, F), P(H), P(E, F|H)","(C) P(H), P(E|H), P(F|H)","(D) P(E, F), P(E|H), P(F|H)",B,machine_learning_processed.csv
The polytene chromosomes seen in Drosophila silvarentis with the aid of a light microscope are,(A) not actively carrying out transcription,(B) produced only during mitosis,(C) produced by repeated rounds of DNA replication followed by nuclear division,(D) multiple copies of a single chromosome,D,college_biology_processed.csv
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,"(A) True, True","(B) False, False","(C) True, False","(D) False, True",A,abstract_algebra_processed.csv
